SV_TAXONOMY	TAXONOMY_NAME	RG_REFERENCE	RG_NAME	SV_REFERENCE	SV_NAME	SV_DESCRIPTION	SL_REFERENCE	LC_REFERENCE	PHONE_NUMBER	WEBSITE	EMAIL_ADDRESS	WHEELCHAIR_ACCESSIBLE	LANGUAGE	HOURS	STREET_NUMBER	STREET_NAME	STREET_TYPE	STREET_DIRECTION	CITY	PROVINCE	POSTAL_CODE	LATITUDE	LONGITUDE	811_LINK
LN-9300	Walk In Clinics	RG053343	Lonsdale & 19th Medical Clinic	SV055633	Lonsdale & 19th Medical Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.	SL066828	LC054195	6049873347			N	English	Mon - Fri, 8 a.m. - 9 p.m.; Sat, Sun, 9 a.m. - 9 p.m. Hours are subject to doctor availability. Please call ahead if visiting after 7 p.m.	1940	Lonsdale	Avenue		North Vancouver	BC	V7M 2K2	 49.327193	-123.071945	http://find.healthlinkbc.ca/search.aspx?d=SL066828
LN-9300	Walk In Clinics	RG053345	Park & Tilford Medical Treatment Centre	SV055631	Park & Tilford Medical Treatment Centre	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Evening clinic hours offered Monday - Friday.	SL062195	LC054193	6049832442			N	English	Mon - Fri, 9 a.m. - 9 p.m.; Sat, Sun, holidays, 9 a.m. - 6 p.m.	333	Brooksbank	Avenue		North Vancouver	BC	V7J 3S8	 49.308678	-123.04047	http://find.healthlinkbc.ca/search.aspx?d=SL062195
LN-9300	Walk In Clinics	RG053349	Pemberton Marine Medical Clinic	SV055629	Pemberton Marine Medical Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.	SL062193	LC054438	6049860677			N	English	Mon - Fri, 9 a.m. - 9 p.m.; Sat, Sun, holidays, 9 a.m. - 1 p.m.	1224	Marine			North Vancouver	BC	V7P 1T2	 49.323904	-123.108578	http://find.healthlinkbc.ca/search.aspx?d=SL062193
LN-9300	Walk In Clinics	RG053353	Peninsula Medical Clinic	SV055635	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.	SL062203	LC060464	6045314131			Y	English	Mon - Fri, 8 a.m. - 6 p.m.; Sat,Sun,statutory holidays, 9 a.m. - 5 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	15388	24	Avenue		Surrey	BC	V4A 2J2	 49.045582	-122.796387	http://find.healthlinkbc.ca/search.aspx?d=SL062203
LN-9300	Walk In Clinics	RG053355	Plateau Medical Clinic	SV055637	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.  Evening clinic hours offered Monday - Thursday. Saturday and Sunday hours also available.	SL062209	LC054199	6044681500			Y	English	Mon - Thu, 9 a.m. - 8 p.m.; Fri, 9 a.m. - 4 p.m.; Sat, 10 a.m. - 2 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	1410	Parkway	Boulevard		Coquitlam	BC	V3E 3J7	 49.297014	-122.803349	http://find.healthlinkbc.ca/search.aspx?d=SL062209
LN-9300	Walk In Clinics	RG053357	Columbia Family Practice and Walk-In Medical Clinic	SV055515	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday and statutory holiday hours are also available.	SL063608	LC054458	6045227363			Y	English	Mon - Fri, 9 a.m. - 7 p.m.; Sat, Statutory Holidays, 10 a.m. - 4 p.m.; Sun, closed.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	301	East Columbia	Street		New Westminster	BC	V3L 3W5	 49.225627	-122.892883	http://find.healthlinkbc.ca/search.aspx?d=SL063608
LN-9300	Walk In Clinics	RG053363	Redwood Medical Clinic	SV055663	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice.	SL062293	LC054215	6048884472	http://redwoodmedicalclinic.com/	info@redwoodmedicalclinic.com	N	English	Mon - Tue, 9 a.m. - 5 p.m.; Wed - Fri, 9 a.m. - 3 p.m.; Occasionally open Sat. Please check the website for doctors' schedules or call the office.	8948	202	Street		Langley	BC	V1M 4A7	 49.166667	-122.662253	http://find.healthlinkbc.ca/search.aspx?d=SL062293
LN-9300	Walk In Clinics	RG053365	Park Royal Medical Clinic	SV055651	Park Royal Medical Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.	SL062271	LC004957	6049227390			Y	English	Mon - Fri, 8:30 a.m. - 9 p.m.; Sat - Sun, 9 a.m. - 9 p.m.  Hours may vary, please call to confirm.	560	Park Royal		N	West Vancouver	BC	V7T 2W4	 49.327653	-123.137619	http://find.healthlinkbc.ca/search.aspx?d=SL062271
LN-9300	Walk In Clinics	RG053371	Scott Road Medical Clinic	SV055665	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.	SL062311	LC058823	6045949990			Y	English, Punjabi	Mon - Fri, 9 a.m. - 9 p.m.; Sat - Sun, 9 a.m. - 3 p.m. Closed on Christmas Day, New Years Day; Closing hours may vary due to physician schedule and patient flow, please call to confirm hours before attending the clinic.	8386	120	Street		Surrey	BC	V3W 3N4	 49.155697	-122.890373	http://find.healthlinkbc.ca/search.aspx?d=SL062311
LN-9300	Walk In Clinics	RG053377	Manchenda Medical Clinic	SV055677	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Saturday, Sunday, and statutory holiday hours also available.	SL062313	LC057406	6045989880			N	English	Mon - Sat, 9 a.m. - 5 p.m.; Sun, 10 a.m. - 2 p.m.; Open regular hours on statutory holidays. Please note hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to closing time.	7550	King George	Boulevard		Surrey	BC	V3W 2T2	 49.139977	-122.845528	http://find.healthlinkbc.ca/search.aspx?d=SL062313
LN-9300	Walk In Clinics	RG053379	Semiahmoo Medical Clinic	SV055679	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Thursday. Saturday hours, and statutory holidays not on a Sunday also available.	SL062317	LC054223	6045353388			Y	English, Hindi, German and Serbian.	Mon - Thu, 9 a.m. - 8 p.m.; Fri, Sat, statutory holidays, 9 a.m. - 3 p.m.; Closed Sun. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to closing time.	1767	152nd	Street		Surrey	BC	V4A 4N3	 49.033797	-122.8013	http://find.healthlinkbc.ca/search.aspx?d=SL062317
LN-9300	Walk In Clinics	RG053387	Wellpoint Health Surrey	SV055753	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Wednesday and Thursday. Saturday and Sunday hours also available.	SL062399	LC054231	6045947711	http://www.wellpointhealth.ca/		N	English	Mon, Tue, 9.30 a.m. - 3 p.m.; Wed, 9 a.m. - 7 p.m.; Thu, 9.30 a.m. - 7 p.m.; Fri, 9 a.m. - 5p.m.; Sat, 10 a.m.- 1 p.m.; Sun, 10 a.m. - 4 p.m.; Hours are subject to change depending on doctor availability. Please call ahead to confirm.	7404	King George	Boulevard		Surrey	BC	V3W 1N6	 49.137337	-122.844733	http://find.healthlinkbc.ca/search.aspx?d=SL062399
LN-9300	Walk In Clinics	RG053389	Station Square Medical Clinic	SV055751	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.  Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.	SL062397	LC054229	6044388288			N	English, Mandarin, Cantonese	Mon - Fri, 9 a.m. - 9 p.m.; Sat, 10 a.m. - 5 p.m.; Sun, 9 a.m. - 4 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	6200	McKay	Avenue		Burnaby	BC	V5H 4L7	 49.227868	-123.004463	http://find.healthlinkbc.ca/search.aspx?d=SL062397
LN-9300	Walk In Clinics	RG053391	Surlang Medical Clinic	SV055759	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday and Sunday hours also available.	SL062413	LC054233	6045335051			Y	English	Walk-in Clinic hours: Mon - Fri, 10 a.m. - 4:30 p.m.; Sat, 9 a.m - 1 p.m.; Sun, 10 a.m. - 2 p.m.; Please note that hours are subject to physician availability. Patients on weekends should arrive half an hour before walk-in closing hours.	19475	Fraser	Highway		Surrey	BC	V3S 6K7	 49.115268	-122.682887	http://find.healthlinkbc.ca/search.aspx?d=SL062413
LN-9300	Walk In Clinics	RG053393	Town Square Medical Clinic	SV055761	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.	SL062415	LC058869	6045439719			Y	English, Punjabi	Mon - Sun, 9 a.m. - 7 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	8585	160	Street		Surrey	BC	V4N 1G4	 49.158715	-122.778903	http://find.healthlinkbc.ca/search.aspx?d=SL062415
LN-9300	Walk In Clinics	RG053395	Valley Centre Medical Clinic Ltd.	SV055763	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Thursday. Saturday and Sunday hours also available.	SL062417	LC057413	6045349284			Y	English	Mon - Thu, 9 a.m. - 8 p.m.; Fri - Sat, 9 a.m. - 2 p.m.; Sun and Statutory Holidays, 10 a.m. - 6 p.m. Hours subject to change depending on doctor availability. Please call ahead to confirm.	19851	Willowbrook	Drive		Langley	BC	V2Y 1A7	 49.11821	-122.673359	http://find.healthlinkbc.ca/search.aspx?d=SL062417
LN-9300	Walk In Clinics	RG053397	Welcome Medical Clinic Inc.	SV055765	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours are also available.	SL062419	LC054239	6045261303			Y		Mon - Sun, 8 a.m. - 8 p.m.; Hours subject to doctors' availability, please call for more information.	7885	6th	Street		Burnaby	BC	V3N 3N4	 49.219204	-122.927954	http://find.healthlinkbc.ca/search.aspx?d=SL062419
LN-9300	Walk In Clinics	RG053403	Nazko First Nation	SV055803	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Services include vaccinations, including influenza, pre/post natal care, general health examinations, and referrals.	SL062459	LC054247	2502490275			N	English	Tue - Thu, 8:30 a.m. - 4:30 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.		RR# 5			Quesnel (Nazko Village)	BC	V2J 3H9	 52.941811	-123.580914	http://find.healthlinkbc.ca/search.aspx?d=SL062459
LN-9300	Walk In Clinics	RG053407	Hartley Bay Band Council	SV055881	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis to the community of Hartley Bay. Services include maternal / infant care, reproductive health, preventative care, and general exams, depending on what nurses are available.	SL062743	LC054253	2508412556			N	English	Mon - Fri, 8:30 a.m. - noon; 1 p.m. - 4:30 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	718	Wah Modm	Boulevard		Hartley Bay	BC	V0V 1A0	 53.423977	-129.253507	http://find.healthlinkbc.ca/search.aspx?d=SL062743
LN-9300	Walk In Clinics	RG053417	Iskut First Nation	SV055946	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Services include vaccinations, pre/postnatal care, birth control, pregnancy testing and general exams.	SL062961	LC054263	2502343511			N	English	Doctor is available on Wed 3:30 p.m. - 4:30 p.m.; on-site nurse available Mon - Fri, 9:30 a.m.- noon; 1 p.m.- 4 p.m. for vaccinations, pre/postnatal care, birth control, pregnancy tests, and general exams.		37	Highway		Iskut	BC	V0J 1K0	 57.833333	-129.983333	http://find.healthlinkbc.ca/search.aspx?d=SL062961
LN-9300	Walk In Clinics	RG053421	Nak'azdli Band	SV056008	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL063067	LC054271	2509967171	http://www.nakazdli.ca/	reception@nakazdli.ca	N	English	Mon - Fri, 8 a.m. - 4 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	284	Kwah	Road	W	Fort St. James	BC	V0J 1P0	 54.43975	-124.256847	http://find.healthlinkbc.ca/search.aspx?d=SL063067
LN-9300	Walk In Clinics	RG053425	Tsay Keh Dene Indian Band	SV056026	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL063047	LC054277	2509932181			N	English	Mon - Fri, 9 a.m. - 4 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	10	Main	Street		Tsay Keh Dene	BC	V0J 2C0	 56.906111	-124.965	http://find.healthlinkbc.ca/search.aspx?d=SL063047
LN-9300	Walk In Clinics	RG053433	Taku River Tlingit First Nation	SV056066	Health Support Services	Provides general health information, immunization clinics, and referrals to health clinics for Taku River Tlingit First Nation members.	SL063183	LC054283	2506517935			Y	English	Mon - Fri, 8:30 a.m. - 5 p.m.	25	Taku	Drive		Atlin	BC	V0W 1A0	 59.571484	-133.689945	http://find.healthlinkbc.ca/search.aspx?d=SL063183
LN-9300	Walk In Clinics	RG053437	Doig River First Nation	SV056092	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL063211	LC054287	2508273776		kstpierre@doigriverfn.com	N	English	Mon - Thu, 9 a.m. - 4:30 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	4356	Doig	Road		Rose Prairie	BC	V0C 2H0	 56.493183	-120.794635	http://find.healthlinkbc.ca/search.aspx?d=SL063211
LN-9300	Walk In Clinics	RG053611	Gabriola Medical Clinic	SV058033	Medical Clinic	Offers comprehensive primary health care, urgent care, and emergency services to individuals and families on Gabriola Island. Includes a family practice.	SL066664	LC060569	2502479922	http://www.ghcs.ca		Y	English	Mon - Fri, 9 a.m. - 5 p.m.; Please note that hours are subject to physician availability and patient volume.	695	Church	Street		Gabriola	BC	V0R 1X3	 49.175842	-123.835308	http://find.healthlinkbc.ca/search.aspx?d=SL066664
LN-9300	Walk In Clinics	RG053626	Broadway Station Medical Clinic Inc.	SV056521	Broadway Station Medical Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.	SL063652	LC054461	6048725377			Y	English	Mon - Fri, 9 a.m. - 7 p.m.; Sat, Sun and Holidays, 10 a.m. - 5 p.m.	2516	Commercial	Drive		Vancouver	BC	V5N 4C2	 49.26194	-123.069626	http://find.healthlinkbc.ca/search.aspx?d=SL063652
LN-9300	Walk In Clinics	RG053627	Lynn Valley Medical Clinic	SV056522	Lynn Valley Medical Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.	SL063653	LC000479	6049885389			Y	English	Mon - Fri, 8 a.m. - 7 p.m.; Sat, Sun, Holidays, 9 a.m. - 6 p.m.	1200	Lynn Valley	Road		North Vancouver	BC	V7J 2A2	 49.336367	-123.039	http://find.healthlinkbc.ca/search.aspx?d=SL063653
LN-9300	Walk In Clinics	RG053628	Caulfield Village Medical Clinic	SV056523	Caulfield Village Medical Clinic	Provides family practice and walk-in clinic services. Non-emergency health care, no appointment necessary for walk-in services. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.	SL063654	LC054462	6049221544			Y	English	Mon - Fri, 8 a.m. - 6 p.m.; Sat, 9 a.m. - 5 p.m.; Sun, 10 a.m. - 4 p.m.	5137	Headland	Drive		West Vancouver	BC	V7W 3C5	 49.347323	-123.253557	http://find.healthlinkbc.ca/search.aspx?d=SL063654
LN-9300	Walk In Clinics	RG053629	Cambie Plaza Medical Clinic	SV056524	Cambie Plaza Medical Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.	SL063658	LC054463	6042709833			N	English	Mon - Wed, 8 a.m. - 7 p.m.; Thu, Fri, 9 a.m. - 7 p.m.; Sat, 9 a.m. - 4 p.m.; Sun, 10 a.m. - 4 p.m.	11700	Cambie	Road		Richmond	BC	V6X 1L5	 49.184268	-123.09342	http://find.healthlinkbc.ca/search.aspx?d=SL063658
LN-9300	Walk In Clinics	RG053630	Chaldecott Medical Clinic	SV056525	Chaldecott Medical Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Saturday clinic hours offered.	SL063659	LC054465	6047399881			Y	English	Mon - Fri, 8:30 a.m. - 4 p.m.; Sat, 1 p.m. - 3 p.m. Limited walk-in appointment availability.	4186	Dunbar	Street		Vancouver	BC	V6S 2E7	 49.249189	-123.185184	http://find.healthlinkbc.ca/search.aspx?d=SL063659
LN-9300	Walk In Clinics	RG053631	Ocean Walk Medical Centre	SV056526	Ocean Walk Medical Centre	Provides non-emergency health care services on a walk-in basis; no appointment is necessary.	SL063660	LC054466	6049251884			N	English	Hours vary, please call to confirm times.	1884	Marine	Drive		West Vancouver	BC	V7J 1J6	 49.328678	-123.163856	http://find.healthlinkbc.ca/search.aspx?d=SL063660
LN-9300	Walk In Clinics	RG053633	Ultima Medical Services Inc.	SV000589	Ultima Medicentre	Provides a full-service general medicine practice and walk-in clinic services. Non-emergency health care, no appointment necessary for walk-in services.	SL004038	LC000924	6046838138	http://www.ultimamedicentre.ca		Y	English and French may be available.	Mon - Fri, 8 a.m. - 5 p.m.	1055	Dunsmuir	Street		Vancouver	BC	V7X 1L4	 49.285914	-123.12012	http://find.healthlinkbc.ca/search.aspx?d=SL004038
LN-9300	Walk In Clinics	RG053633	Ultima Medical Services Inc.	SV056530	Vancouver Airport Medical Clinic	Provides walk-in and family practice services to airport employees, the general public and to travellers both international and domestic. Saturday clinic hours offered.	SL063664	LC054470	6042076900	http://www.ultimamedical.com		Y	English	Mon - Fri, 8 a.m. - 5 p.m.; Sat, 9 a.m. - 2 p.m.	3211	Grant McConachie	Way		Richmond	BC	V7B 1Y7	 49.194605	-123.176251	http://find.healthlinkbc.ca/search.aspx?d=SL063664
LN-9300	Walk In Clinics	RG054064	Peach City Medical and Urgent Care Clinic	SV057274	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday and statutory holiday hours also available.	SL065338	LC059741	2502765050	http://peachcitymedical.com		Y	English	Mon - Fri, 9 a.m. - 5 p.m.; Sat, statutory holidays, 9 a.m. - 1 p.m.; Closed Sundays. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	2111	Main	Street		Penticton	BC	V2A 6W6	 49.501136	-119.593304	http://find.healthlinkbc.ca/search.aspx?d=SL065338
LN-9300	Walk In Clinics	RG054066	United Church Health Services Society	SV063620	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice.	SL076897	LC000817	2507995342			Y	English	Mon - Fri, 10:15 a.m. - 4:30 p.m.; closed noon - 1 p.m.	1025	Elcho	Street		Bella Coola	BC	V0T 1C0	 52.372895	-126.762576	http://find.healthlinkbc.ca/search.aspx?d=SL076897
LN-9300	Walk In Clinics	RG054066	United Church Health Services Society	SV063620	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice.	SL076896	LC000747	2509572356			Y	English	Mon - Fri, 10:20 a.m. - 4:20 p.m.; closed noon - 1 p.m.	88	Waglisla	Street		Bella Bella	BC	V0T 1Z0	 52.160187	-128.143874	http://find.healthlinkbc.ca/search.aspx?d=SL076896
LN-9300	Walk In Clinics	RG054066	United Church Health Services Society	SV063620	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice.	SL076894	LC000119	2508425234			Y	English	Mon, Tue, Thu, Fri, 9 a.m. - 5 p.m.; Wed, 1 p.m. - 5 p.m.; closed daily noon - 1 p.m.	2510	62	Highway		Hazelton	BC	V0J 1Y0	 55.259655	-127.651295	http://find.healthlinkbc.ca/search.aspx?d=SL076894
LN-9300	Walk In Clinics	RG054067	Tenth Street Medicentre	SV057318	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.	SL065397	LC055269	6045263308			N		Mon - Thu, 9 a.m. - 6 p.m., Fri, 9 a.m. - 3 p.m., Sat, 9 a.m. - 3 p.m., Sun, 9 a.m. -3 p.m.; Hours are subject to change based on doctor availability and MSP volume limits.	75	Tenth	Street		New Westminster	BC	V3M 3X4	 49.201215	-122.916095	http://find.healthlinkbc.ca/search.aspx?d=SL065397
LN-9300	Walk In Clinics	RG054102	Cross Roads Clinics Vancouver	SV057361	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Saturday. Sunday and statutory holiday hours also available.	SL065452	LC055286	6045687229	http://www.crossroadsclinics.com		Y	English, Korean, German, Mandarin, Cantonese, French.	Mon - Sat, 8 a.m. - 9 p.m.; Sun and Statutory Holidays, 10 a.m. - 5 p.m.; please note that the last appointment is scheduled at half an hour before closing time.	507	Broadway		W	Vancouver	BC	V5Z 1E6	 49.263314	-123.115352	http://find.healthlinkbc.ca/search.aspx?d=SL065452
LN-9300	Walk In Clinics	RG054473	Stevenson Open Access Clinic	SV058279	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.	SL067150	LC055775	6048588722			N	English	Mon - Fri, 7 a.m. - 7 p.m.; Sat, Sun, statutory holidays, 8 a.m. - 4 p.m.; No appointments necessary. Please note hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to closing time.	6640	Vedder	Road		Chilliwack	BC	V2R 0J2	 49.124465	-121.959141	http://find.healthlinkbc.ca/search.aspx?d=SL067150
LN-9300	Walk In Clinics	RG054475	Abbotsford Village Medical Clinic	SV058285	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.	SL067156	LC055776	6045047145			Y	English	Mon - Fri, 9 a.m. - 8 p.m.; Sat, Sun, and statutory holidays, 9 a.m. - 5 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	2050	Sumas	Way		Abbotsford	BC	V2S 2C7	 49.038729	-122.269714	http://find.healthlinkbc.ca/search.aspx?d=SL067156
LN-9300	Walk In Clinics	RG054476	Ellwood Medical Clinic	SV058287	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday and Sunday clinic hours also available.	SL067157	LC055777	6047464700			N		Office Hours:  Mon - Thu, 10 a.m. - 6 p.m.; Fri, Sat, Sun, 10 a.m. - 3 p.m.; walk-in clinic hours vary, please call for schedule.	31205	MacLure	Road		Abbotsford	BC	V2T 5E5	 49.054179	-122.359411	http://find.healthlinkbc.ca/search.aspx?d=SL067157
LN-9300	Walk In Clinics	RG054477	Mission Hills Medical Clinic	SV058288	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Saturday, Sunday, and statutory holiday hours also available.	SL067158	LC055778	6048267751			Y	English	Mon - Fri, 9 a.m. - 6 p.m.; Sat, 9 a.m. - 5 p.m.; Sun, statutory holidays, 11 a.m. - 5 p.m.; Women's clinic: Tue, Thu, 8:30 a.m. - 12:30 p.m. by appointment. Walk-in hours may be subject to change.	32530	Lougheed	Highway		Mission	BC	V2V 1A5	 49.132927	-122.322233	http://find.healthlinkbc.ca/search.aspx?d=SL067158
LN-9300	Walk In Clinics	RG054732	Prime Care Medical	SV058928	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.	SL068070	LC005220	6045193767			Y	English	Hours of operation vary, please call for more information.	7315	Edmonds	Street		Burnaby	BC	V3N 1A7	 49.218824	-122.950948	http://find.healthlinkbc.ca/search.aspx?d=SL068070
LN-9300	Walk In Clinics	RG054852	Capri Medical Center	SV059106	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.	SL068254	LC056274	2507173211			Y	English	Mon - Fri, 9 a.m. - 6 p.m.; Sat, 10 a.m. - 2 p.m.; Closed Sun, statutory holidays. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	1835	Gordon	Drive		Kelowna	BC	V1Y 3H4	 49.881531	-119.484683	http://find.healthlinkbc.ca/search.aspx?d=SL068254
LN-9300	Walk In Clinics	RG055332	Kerrisdale Medical Clinic	SV056528	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. May offer evening clinic hours Monday - Thursday. Saturday, Sunday and statutory holidays may also be available.	SL063662	LC054468	6042619494	http://kerrisdalemedical.com		Y	English	Mon - Thu, 8 a.m. - 8 p.m.; Fri, 8 a.m. - 6 p.m.; Sat, Sun, Statutory Holidays, 9 a.m. - 3 p.m. Hours are subject to change. Please call to confirm.	2077	42nd	Avenue	W	Vancouver	BC	V6M 2B4	 49.233569	-123.154106	http://find.healthlinkbc.ca/search.aspx?d=SL063662
LN-9300	Walk In Clinics	RG055472	Lower Lonsdale Medical Clinic	SV056527	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Thursday. Saturday hours also available.	SL063661	LC054467	6049802128			Y		Mon - Thu, 8 a.m. - 8 p.m.; Fri, 8 a.m. - 6 p.m.; Sat, 2 p.m. - 6 p.m.	150	Esplanade		W	North Vancouver	BC	V7M 1A3	 49.312161	-123.081553	http://find.healthlinkbc.ca/search.aspx?d=SL063661
LN-9300	Walk In Clinics	RG055572	University of Northern British Columbia Wellness Centre	SV060930	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis to UNBC students.	SL071409	LC057334	2509606370	http://www.unbc.ca/wellness_centre/index.html	wellness@unbc.ca	N	English	Mon - Fri, 8:30 a.m. - 4:30 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	3333	University	Way		Prince George	BC	V2N 4Z9	 53.889353	-122.808631	http://find.healthlinkbc.ca/search.aspx?d=SL071409
LN-9300	Walk In Clinics	RG055692	Coast Medical	SV061065	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday.  Saturday, Sunday and late-night hours also available.	SL076491	LC060440	6049055130	http://coastmedical.ca	manager@coastmedical.ca	Y	English, Japanese	Mon - Fri, 10 a.m. - 6 p.m.; Sat, Sun, 10 a.m. - 4 p.m.	4350	Lorimer	Road		Whistler	BC	V0N 1B4	 50.12038	-122.956058	http://find.healthlinkbc.ca/search.aspx?d=SL076491
LN-9300	Walk In Clinics	RG055692	Coast Medical	SV061065	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday.  Saturday, Sunday and late-night hours also available.	SL071412	LC057594	6045693632	http://coastmedical.ca	manager@coastmedical.ca	N	English, Japanese	Mon - Thu, 9 a.m. - 9.p.m.; Fri, 9 a.m. - 8 p.m. Sat, Sun, 10 a.m. - 4 p.m.	1018	Seymour	Street		Vancouver	BC	V6B 3M6	 49.278383	-123.122335	http://find.healthlinkbc.ca/search.aspx?d=SL071412
LN-9300	Walk In Clinics	RG056092	Central Saanich Medical Clinic	SV062007	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Saturday and statutory holiday hours also available.	SL072541	LC058474	2506522041			Y	English	Mon - Wed and Fri, 8:30 a.m. - 5 p.m.; Thu, 8:30 a.m. - 6 p.m.; Sat, statutory holidays, 9 a.m. - 2 p.m.; Please note that hours are subject to physician availability and patient volume. Call ahead to confirm availability.	1932	Mount Newton Cross	Road		Saanichton	BC	V8M 2B1	 48.594581	-123.419181	http://find.healthlinkbc.ca/search.aspx?d=SL072541
